"  Homework"

"Time      "	".cm.Translational_Displacement.X"	".cm.Translational_Displacement.Y"	".cm.Translational_Velocity.Y"	".cm.Translational_Velocity.X"	".cm.Translational_Acceleration.X"	".cm.Translational_Acceleration.Y"
2.200000e+00	8.538169e-01	5.725267e-01	2.115609e-01	3.313946e-02	-5.846719e-02	-4.951261e-02
2.250000e+00	8.554002e-01	5.830332e-01	2.085063e-01	3.018315e-02	-5.960734e-02	-7.263841e-02
2.300000e+00	8.568347e-01	5.933581e-01	2.043014e-01	2.719614e-02	-5.970338e-02	-9.550683e-02
2.350000e+00	8.581201e-01	6.034444e-01	1.989621e-01	2.422924e-02	-5.881477e-02	-1.179890e-01
2.400000e+00	8.592587e-01	6.132358e-01	1.925111e-01	2.132978e-02	-5.701987e-02	-1.399516e-01
2.450000e+00	8.602549e-01	6.226775e-01	1.849778e-01	1.854076e-02	-5.441473e-02	-1.612590e-01
2.500000e+00	8.611153e-01	6.317161e-01	1.763984e-01	1.589995e-02	-5.111147e-02	-1.817750e-01
2.550000e+00	8.618479e-01	6.403006e-01	1.668158e-01	1.343916e-02	-4.723606e-02	-2.013651e-01
2.600000e+00	8.624626e-01	6.483818e-01	1.562795e-01	1.118360e-02	-4.292576e-02	-2.198981e-01
2.650000e+00	8.629700e-01	6.559136e-01	1.448457e-01	9.151407e-03	-3.832601e-02	-2.372479e-01
2.700000e+00	8.633817e-01	6.628525e-01	1.325764e-01	7.353316e-03	-3.358706e-02	-2.532954e-01
2.750000e+00	8.637093e-01	6.691584e-01	1.195397e-01	5.792496e-03	-2.886031e-02	-2.679297e-01
2.800000e+00	8.639648e-01	6.747949e-01	1.058087e-01	4.464600e-03	-2.429442e-02	-2.810492e-01
2.850000e+00	8.641595e-01	6.797290e-01	9.146156e-02	3.357999e-03	-2.003148e-02	-2.925630e-01
2.900000e+00	8.643040e-01	6.839321e-01	7.658052e-02	2.454200e-03	-1.620316e-02	-3.023913e-01
2.950000e+00	8.644079e-01	6.873796e-01	6.125165e-02	1.728469e-03	-1.292708e-02	-3.104662e-01
3.000000e+00	8.644793e-01	6.900513e-01	4.556406e-02	1.150605e-03	-1.030356e-02	-3.167320e-01
3.050000e+00	8.645248e-01	6.919316e-01	2.960933e-02	6.858891e-04	-8.412736e-03	-3.211458e-01
3.100000e+00	8.645491e-01	6.930093e-01	1.348087e-02	2.961454e-04	-7.312291e-03	-3.236773e-01
3.150000e+00	8.645550e-01	6.932783e-01	-2.726731e-03	-5.908593e-05	-7.035760e-03	-3.243092e-01
3.200000e+00	8.645431e-01	6.927369e-01	-1.891832e-02	-4.213171e-04	-7.591569e-03	-3.230373e-01
3.250000e+00	8.645121e-01	6.913883e-01	-3.499887e-02	-8.318468e-04	-8.962782e-03	-3.198703e-01
3.300000e+00	8.644584e-01	6.892405e-01	-5.087411e-02	-1.330502e-03	-1.110760e-02	-3.148297e-01
3.350000e+00	8.643769e-01	6.863059e-01	-6.645118e-02	-1.954422e-03	-1.396057e-02	-3.079500e-01
3.400000e+00	8.642604e-01	6.826018e-01	-8.163925e-02	-2.736919e-03	-1.743449e-02	-2.992787e-01
3.450000e+00	8.641001e-01	6.781499e-01	-9.635018e-02	-3.706454e-03	-2.142287e-02	-2.888754e-01
3.500000e+00	8.638862e-01	6.729762e-01	-1.104991e-01	-4.885742e-03	-2.580298e-02	-2.768121e-01
3.550000e+00	8.636078e-01	6.671107e-01	-1.240051e-01	-6.291026e-03	-3.043923e-02	-2.631725e-01
3.600000e+00	8.632532e-01	6.605877e-01	-1.367917e-01	-7.931524e-03	-3.518689e-02	-2.480511e-01
3.650000e+00	8.628107e-01	6.534448e-01	-1.487873e-01	-9.809072e-03	-3.989594e-02	-2.315528e-01
3.700000e+00	8.622684e-01	6.457232e-01	-1.599259e-01	-1.191795e-02	-4.441496e-02	-2.137915e-01
3.750000e+00	8.616152e-01	6.374675e-01	-1.701474e-01	-1.424491e-02	-4.859490e-02	-1.948886e-01
3.800000e+00	8.608406e-01	6.287247e-01	-1.793979e-01	-1.676940e-02	-5.229271e-02	-1.749723e-01
3.850000e+00	8.599354e-01	6.195446e-01	-1.876299e-01	-1.946391e-02	-5.537462e-02	-1.541750e-01
3.900000e+00	8.588920e-01	6.099793e-01	-1.948029e-01	-2.229456e-02	-5.771903e-02	-1.326320e-01
3.950000e+00	8.577044e-01	6.000826e-01	-2.008830e-01	-2.522173e-02	-5.921902e-02	-1.104797e-01
4.000000e+00	8.563689e-01	5.899097e-01	-2.058430e-01	-2.820088e-02	-5.978433e-02	-8.785292e-02
4.050000e+00	8.548842e-01	5.795173e-01	-2.096626e-01	-3.118337e-02	-5.934283e-02	-6.488382e-02
4.100000e+00	8.532514e-01	5.689627e-01	-2.123278e-01	-3.411748e-02	-5.784161e-02	-4.169943e-02
4.150000e+00	8.514742e-01	5.583039e-01	-2.138309e-01	-3.694931e-02	-5.524750e-02	-1.842018e-02
4.200000e+00	8.495591e-01	5.475990e-01	-2.141701e-01	-3.962379e-02	-5.154725e-02	4.841557e-03
4.250000e+00	8.475153e-01	5.369062e-01	-2.133488e-01	-4.208570e-02	-4.674733e-02	2.798252e-02
4.300000e+00	8.453550e-01	5.262833e-01	-2.113754e-01	-4.428061e-02	-4.087353e-02	5.090915e-02
4.350000e+00	8.430926e-01	5.157877e-01	-2.082629e-01	-4.615588e-02	-3.397039e-02	7.353764e-02
4.400000e+00	8.407455e-01	5.054757e-01	-2.040279e-01	-4.766153e-02	-2.610050e-02	9.579329e-02
4.450000e+00	8.383334e-01	4.954032e-01	-1.986909e-01	-4.875115e-02	-1.734395e-02	1.176090e-01
4.500000e+00	8.358781e-01	4.856246e-01	-1.922753e-01	-4.938276e-02	-7.797878e-03	1.389233e-01
4.550000e+00	8.334034e-01	4.761932e-01	-1.848079e-01	-4.951966e-02	2.423806e-03	1.596768e-01
4.600000e+00	8.309349e-01	4.671609e-01	-1.763180e-01	-4.913129e-02	1.319039e-02	1.798086e-01
4.650000e+00	8.284994e-01	4.585779e-01	-1.668385e-01	-4.819399e-02	2.435422e-02	1.992517e-01
4.700000e+00	8.261249e-01	4.504929e-01	-1.564056e-01	-4.669198e-02	3.575039e-02	2.179279e-01
4.750000e+00	8.238397e-01	4.429526e-01	-1.450600e-01	-4.461811e-02	4.719677e-02	2.357428e-01
4.800000e+00	8.216726e-01	4.360014e-01	-1.328476e-01	-4.197478e-02	5.849441e-02	2.525819e-01
4.850000e+00	8.196515e-01	4.296814e-01	-1.198204e-01	-3.877471e-02	6.942910e-02	2.683076e-01
4.900000e+00	8.178040e-01	4.240319e-01	-1.060380e-01	-3.504168e-02	7.977434e-02	2.827592e-01
4.950000e+00	8.161557e-01	4.190891e-01	-9.156872e-02	-3.081100e-02	8.929638e-02	2.957554e-01
5.000000e+00	8.147304e-01	4.148852e-01	-7.649002e-02	-2.612967e-02	9.776149e-02	3.071012e-01


