"  Homework"

"Time      "	".MARKER_17.Translational_Displacement.X"	".MARKER_17.Translational_Displacement.Y"	".MARKER_17.Translational_Velocity.Y"	".MARKER_17.Translational_Velocity.X"	".MARKER_17.Translational_Acceleration.X"	".MARKER_17.Translational_Acceleration.Y"
2.500000e+00	9.061249e-01	6.862517e-01	1.856097e-01	4.739218e-03	-4.125740e-02	-1.937477e-01
2.550000e+00	9.063125e-01	6.952815e-01	1.754126e-01	2.809104e-03	-3.587043e-02	-2.139562e-01
2.600000e+00	9.064105e-01	7.037766e-01	1.642330e-01	1.158551e-03	-3.010118e-02	-2.330288e-01
2.650000e+00	9.064333e-01	7.116894e-01	1.521307e-01	-1.973181e-04	-2.411036e-02	-2.508439e-01
2.700000e+00	9.063958e-01	7.189754e-01	1.391714e-01	-1.251544e-03	-1.806316e-02	-2.672877e-01
2.750000e+00	9.063131e-01	7.255934e-01	1.254265e-01	-2.005459e-03	-1.212537e-02	-2.822548e-01
2.800000e+00	9.062001e-01	7.315062e-01	1.109722e-01	-2.468613e-03	-6.459241e-03	-2.956496e-01
2.850000e+00	9.060708e-01	7.366802e-01	9.588920e-02	-2.658495e-03	-1.219417e-03	-3.073870e-01
2.900000e+00	9.059384e-01	7.410861e-01	8.026235e-02	-2.600051e-03	3.451142e-03	-3.173929e-01
2.950000e+00	9.058145e-01	7.446988e-01	6.417983e-02	-2.325004e-03	7.424954e-03	-3.256044e-01
3.000000e+00	9.057089e-01	7.474980e-01	4.773267e-02	-1.870990e-03	1.059347e-02	-3.319706e-01
3.050000e+00	9.056296e-01	7.494676e-01	3.101418e-02	-1.280535e-03	1.287008e-02	-3.364521e-01
3.100000e+00	9.055823e-01	7.505964e-01	1.411933e-02	-5.998995e-04	1.419249e-02	-3.390213e-01
3.150000e+00	9.055703e-01	7.508782e-01	-2.855814e-03	1.221920e-04	1.452451e-02	-3.396626e-01
3.200000e+00	9.055944e-01	7.503111e-01	-1.981472e-02	8.358784e-04	1.385705e-02	-3.383720e-01
3.250000e+00	9.056530e-01	7.488986e-01	-3.666094e-02	1.491529e-03	1.220839e-02	-3.351573e-01
3.300000e+00	9.057418e-01	7.466485e-01	-5.329871e-02	2.041101e-03	9.623633e-03	-3.300383e-01
3.350000e+00	9.058545e-01	7.435737e-01	-6.963355e-02	2.439456e-03	6.173487e-03	-3.230466e-01
3.400000e+00	9.059825e-01	7.396917e-01	-8.557287e-02	2.645587e-03	1.952242e-03	-3.142253e-01
3.450000e+00	9.061153e-01	7.350246e-01	-1.010265e-01	2.623740e-03	-2.924830e-03	-3.036296e-01
3.500000e+00	9.062406e-01	7.295986e-01	-1.159074e-01	2.344384e-03	-8.324633e-03	-2.913259e-01
3.550000e+00	9.063451e-01	7.234448e-01	-1.301319e-01	1.785014e-03	-1.409984e-02	-2.773923e-01
3.600000e+00	9.064142e-01	7.165977e-01	-1.436209e-01	9.307671e-04	-2.009279e-02	-2.619175e-01
3.650000e+00	9.064331e-01	7.090962e-01	-1.562996e-01	-2.251639e-04	-2.613959e-02	-2.450003e-01
3.700000e+00	9.063867e-01	7.009824e-01	-1.680987e-01	-1.681321e-03	-3.207419e-02	-2.267492e-01
3.750000e+00	9.062601e-01	6.923020e-01	-1.789543e-01	-3.427974e-03	-3.773248e-02	-2.072808e-01
3.800000e+00	9.060393e-01	6.831037e-01	-1.888085e-01	-5.447319e-03	-4.295612e-02	-1.867186e-01
3.850000e+00	9.057113e-01	6.734387e-01	-1.976100e-01	-7.713852e-03	-4.759609e-02	-1.651917e-01
3.900000e+00	9.052644e-01	6.633610e-01	-2.053138e-01	-1.019492e-02	-5.151584e-02	-1.428329e-01
3.950000e+00	9.046889e-01	6.529263e-01	-2.118817e-01	-1.285140e-02	-5.459403e-02	-1.197769e-01
4.000000e+00	9.039770e-01	6.421923e-01	-2.172822e-01	-1.563855e-02	-5.672674e-02	-9.615841e-02
4.050000e+00	9.031236e-01	6.312179e-01	-2.214904e-01	-1.850689e-02	-5.782915e-02	-7.211021e-02
4.100000e+00	9.021259e-01	6.200634e-01	-2.244882e-01	-2.140321e-02	-5.783680e-02	-4.776124e-02
4.150000e+00	9.009838e-01	6.087895e-01	-2.262636e-01	-2.427159e-02	-5.670625e-02	-2.323487e-02
4.200000e+00	8.997002e-01	5.974575e-01	-2.268106e-01	-2.705448e-02	-5.441540e-02	1.352521e-03
4.250000e+00	8.982807e-01	5.861289e-01	-2.261291e-01	-2.969376e-02	-5.096336e-02	2.589268e-02
4.300000e+00	8.967341e-01	5.748650e-01	-2.242238e-01	-3.213179e-02	-4.637008e-02	5.028614e-02
4.350000e+00	8.950718e-01	5.637268e-01	-2.211044e-01	-3.431241e-02	-4.067577e-02	7.444226e-02
4.400000e+00	8.933081e-01	5.527746e-01	-2.167849e-01	-3.618200e-02	-3.394020e-02	9.827861e-02
4.450000e+00	8.914597e-01	5.420680e-01	-2.112832e-01	-3.769038e-02	-2.624201e-02	1.217195e-01
4.500000e+00	8.895458e-01	5.316656e-01	-2.046208e-01	-3.879176e-02	-1.767816e-02	1.446937e-01
4.550000e+00	8.875880e-01	5.216248e-01	-1.968228e-01	-3.944567e-02	-8.363456e-03	1.671311e-01
4.600000e+00	8.856093e-01	5.120018e-01	-1.879178e-01	-3.961779e-02	1.569619e-03	1.889587e-01
4.650000e+00	8.836347e-01	5.028510e-01	-1.779384e-01	-3.928089e-02	1.197102e-02	2.100958e-01
4.700000e+00	8.816900e-01	4.942252e-01	-1.669213e-01	-3.841567e-02	2.267316e-02	2.304487e-01
4.750000e+00	8.798021e-01	4.861754e-01	-1.549084e-01	-3.701164e-02	3.349113e-02	2.499055e-01
4.800000e+00	8.779979e-01	4.787502e-01	-1.419479e-01	-3.506797e-02	4.422348e-02	2.683319e-01
4.850000e+00	8.763041e-01	4.719955e-01	-1.280951e-01	-3.259431e-02	5.465396e-02	2.855686e-01
4.900000e+00	8.747469e-01	4.659545e-01	-1.134139e-01	-2.961140e-02	6.455468e-02	3.014308e-01
4.950000e+00	8.733509e-01	4.606667e-01	-9.797833e-02	-2.615158e-02	7.369131e-02	3.157119e-01
5.000000e+00	8.721390e-01	4.561678e-01	-8.187279e-02	-2.225891e-02	8.183025e-02	3.281908e-01


